Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	12553214	n/a	0	0	B1	N	0	00000011100	68	10.9	0.03	0.01	0.01	19356	68	n/a	72	64	n/a	32	62	n/a	36	40	n/a	
2	12553214	n/a	0	0	B1	N	0	00000011100	72	5.65	0.04	0.01	0.00	7648	72	n/a	72	72	n/a	44	52	n/a	40	26	n/a	
3	12556882	n/a	0	0	B1	N	0	01000000010	908	508	42.6	3.93	10.2	65532	908	n/a	65532	888	n/a	6180	892	n/a	6988	896	n/a	
4	12556906	n/a	0	0	B1	N	0	01000000010	290	146	21.3	1.73	3.01	65532	290	n/a	26360	290	n/a	2116	282	n/a	2772	284	n/a	
5	12556910	n/a	0	0	B1	N	0	01000000010	514	262	28.7	2.61	7.66	65532	514	n/a	30800	512	n/a	2508	504	n/a	3640	506	n/a	
6	12556947	n/a	0	0	B1	N	0	01000000010	746	405	45.5	3.98	8.92	65532	746	n/a	65532	746	n/a	5752	744	n/a	7120	746	n/a	
7	12556955	n/a	0	0	B1	N	0	01000000010	890	556	32.1	3.04	9.52	65532	890	n/a	29212	890	n/a	2272	878	n/a	3008	878	n/a	
8	12556995	n/a	0	0	B1	N	0	01000000010	988	566	43.6	3.88	10.5	61852	988	n/a	40376	942	n/a	3208	930	n/a	4212	950	n/a	
9	12557002	n/a	0	0	B1	N	0	01001000010	854	502	33.1	3.27	14.5	65532	854	n/a	29872	854	n/a	2340	844	n/a	3892	852	n/a	
10	12557018	n/a	0	0	B1	N	0	01001000010	606	369	50.7	5.35	14.7	65532	606	n/a	65532	602	n/a	8100	596	n/a	11296	586	n/a	
11	12557085	n/a	0	0	B1	N	0	01000000010	902	523	43.4	3.83	9.84	62280	902	n/a	40600	902	n/a	3140	894	n/a	4040	888	n/a	
12	12557104	n/a	0	0	B1	N	0	01000000010	696	274	30.2	2.50	4.37	47404	696	n/a	36668	696	n/a	2900	690	n/a	3188	684	n/a	
13	12557115	n/a	0	0	B1	N	0	01000000010	1134	497	36.8	3.27	9.01	49256	1134	n/a	32768	1054	n/a	2592	1048	n/a	3480	1056	n/a	
14	12557132	n/a	0	0	B1	N	0	01000000010	902	566	43.7	4.02	12.5	65532	902	n/a	43740	880	n/a	3472	872	n/a	3984	894	n/a	
15	12557161	n/a	0	0	B1	N	0	01000000010	932	529	41.9	3.68	9.93	65532	932	n/a	35404	932	n/a	2712	922	n/a	3736	914	n/a	
16	12557162	n/a	0	0	B1	N	0	01000000010	344	166	17.2	1.45	2.85	65532	344	n/a	15932	344	n/a	1260	344	n/a	1600	336	n/a	
17	12557179	n/a	0	0	B1	N	0	01000000010	386	190	10.8	1.00	2.86	65532	386	n/a	12652	380	n/a	1052	360	n/a	1744	372	n/a	
18	12557194	n/a	0	0	B1	N	0	01000000010	936	564	33.5	3.23	12.5	65532	936	n/a	30076	880	n/a	2408	868	n/a	3180	904	n/a	
19	12557209	n/a	0	0	B1	N	0	01000000010	1180	751	32.3	3.16	12.0	65532	1180	n/a	25308	1150	n/a	1968	1144	n/a	2880	1154	n/a	
20	12557210	n/a	0	0	B1	N	0	01000000010	648	236	25.7	2.11	3.63	39456	648	n/a	34144	632	n/a	2728	612	n/a	3060	606	n/a	
21	12557215	n/a	0	0	B1	N	0	01000000010	854	495	40.1	4.18	11.1	65532	854	n/a	65532	810	n/a	7908	796	n/a	10288	794	n/a	
22	12557218	n/a	0	0	B1	N	0	01000000010	346	202	19.5	1.69	3.70	65532	346	n/a	24316	346	n/a	1892	346	n/a	2480	338	n/a	
23	12557244	n/a	0	0	B1	N	0	01000000010	1000	576	47.9	4.13	11.4	65532	1000	n/a	35176	992	n/a	2696	980	n/a	3272	994	n/a	
24	12557245	n/a	0	0	B1	N	0	01000000010	784	499	31.1	2.88	9.80	65532	784	n/a	47868	748	n/a	3796	726	n/a	6924	746	n/a	
25	12557246	n/a	0	0	B1	N	0	01000000010	946	549	40.2	3.46	9.17	65532	946	n/a	38068	906	n/a	2940	882	n/a	3304	902	n/a	
26	12557246	n/a	0	0	B1	N	0	01000000010	1006	599	40.2	3.50	9.96	64884	1006	n/a	31916	990	n/a	2432	962	n/a	2536	966	n/a	
27	12557259	n/a	0	0	B1	N	0	01001000010	990	655	63.7	5.75	16.1	65532	990	n/a	25612	990	n/a	1988	972	n/a	3712	982	n/a	
28	12557260	n/a	0	0	B1	N	0	01000000010	680	371	27.4	2.69	12.0	65532	680	n/a	45548	650	n/a	3652	634	n/a	5188	648	n/a	
29	12557262	n/a	0	0	B1	N	0	01000000010	928	520	34.2	3.22	10.7	65532	928	n/a	30868	928	n/a	2420	902	n/a	3444	916	n/a	
30	12557276	n/a	0	0	B1	N	0	01000000010	526	318	52.6	4.62	11.9	65532	526	n/a	55512	526	n/a	4548	502	n/a	7852	520	n/a	
31	12557281	n/a	0	0	B1	N	0	01000000010	710	340	33.1	2.77	5.13	50560	710	n/a	42812	710	n/a	3332	706	n/a	3844	704	n/a	
32	12557315	n/a	0	0	B1	N	0	01001000010	1350	936	55.7	5.45	20.7	65532	1350	n/a	20116	1350	n/a	1516	1342	n/a	2720	1350	n/a	
33	12557316	n/a	0	0	B1	N	0	01001000010	882	629	44.1	4.26	16.3	65532	882	n/a	63120	882	n/a	4956	880	n/a	6448	880	n/a	
34	12557319	n/a	0	0	B1	N	0	01000000010	358	218	24.5	2.04	3.97	65532	358	n/a	33176	358	n/a	2600	354	n/a	3072	350	n/a	
35	12557319	n/a	0	0	B1	N	0	00000000000	328	87.0	0.67	0.13	1.27	31096	328	n/a	320	324	n/a	72	302	n/a	600	324	n/a	
36	12557322	n/a	0	0	B1	N	0	01000000010	706	290	23.8	1.98	3.84	48604	706	n/a	29560	688	n/a	2316	648	n/a	2880	638	n/a	
37	12557343	n/a	0	0	B1	N	0	01000000010	594	301	29.0	2.49	5.74	65532	594	n/a	43048	594	n/a	3340	592	n/a	4312	588	n/a	
38	12557353	n/a	0	0	B1	N	0	01000000010	592	367	49.0	4.41	11.8	65532	592	n/a	59696	586	n/a	4816	554	n/a	7036	572	n/a	
39	12557357	n/a	0	0	B1	N	0	01000000010	618	374	42.1	3.55	7.19	65532	618	n/a	46744	618	n/a	3692	616	n/a	4304	614	n/a	
40	12557372	n/a	0	0	B1	N	0	01000000010	758	480	40.0	3.56	9.52	62388	758	n/a	36308	758	n/a	2908	756	n/a	3876	748	n/a	
41	12557380	n/a	0	0	B1	N	0	00001000010	2234	1089	109	9.04	21.9	65532	2234	n/a	45868	2152	n/a	3480	2128	n/a	4496	2176	n/a	
42	12557381	n/a	0	0	B1	N	0	01000000000	438	116	1.34	0.21	1.91	29688	438	n/a	684	438	n/a	80	416	n/a	768	432	n/a	
43	12557386	n/a	0	0	B1	N	0	01001000010	758	491	32.2	3.35	16.1	65532	758	n/a	16884	698	n/a	1372	690	n/a	6364	720	n/a	
44	12557388	n/a	0	0	B1	N	0	01000000010	760	457	35.4	3.41	9.02	65532	760	n/a	65532	760	n/a	7692	738	n/a	10652	746	n/a	
45	12557402	n/a	0	0	B1	N	0	01000000010	780	478	26.6	2.79	10.9	65532	780	n/a	24620	764	n/a	2116	762	n/a	4984	770	n/a	
46	12557419	n/a	0	0	B1	N	0	01000000010	662	241	30.5	2.54	4.00	47216	662	n/a	36292	662	n/a	2804	636	n/a	3268	636	n/a	
47	12557436	n/a	0	0	B1	N	0	01000000010	520	224	26.7	2.25	4.45	56260	520	n/a	65532	520	n/a	5376	520	n/a	6628	518	n/a	
48	12557449	n/a	0	0	B1	N	0	01000000010	724	397	38.0	3.47	10.2	65532	724	n/a	36924	702	n/a	2876	694	n/a	3760	694	n/a	
49	12557451	n/a	0	0	B1	N	0	01001000010	682	397	61.5	5.66	18.1	65532	682	n/a	60484	654	n/a	4752	594	n/a	6684	626	n/a	
50	12557461	n/a	0	0	B1	N	0	01001000010	910	556	50.9	4.65	13.3	63728	910	n/a	55156	910	n/a	4364	898	n/a	5564	904	n/a	
51	12557468	n/a	0	0	B1	N	0	01000000010	992	573	37.8	3.33	8.59	65532	992	n/a	34076	992	n/a	2584	984	n/a	3204	990	n/a	
52	12557483	n/a	0	0	B1	N	0	01001000010	1006	701	36.1	3.57	13.9	65532	1006	n/a	24996	1006	n/a	1896	1006	n/a	2608	1006	n/a	
53	12557536	n/a	0	0	B1	N	0	01000000010	828	545	38.0	3.99	12.5	65532	828	n/a	65532	798	n/a	7924	792	n/a	10916	812	n/a	
54	12557572	n/a	0	0	B1	N	0	01000000010	1096	560	53.2	4.55	10.7	65532	1096	n/a	41940	1094	n/a	3260	1058	n/a	3884	1094	n/a	
55	12557574	n/a	0	0	B1	N	0	01000000010	820	346	25.1	2.20	5.42	57024	820	n/a	21820	788	n/a	1688	798	n/a	2112	788	n/a	
56	12557588	n/a	0	0	B1	N	0	01000000010	824	467	39.2	3.51	9.65	62892	824	n/a	35832	824	n/a	2776	802	n/a	3532	814	n/a	
57	12557619	n/a	0	0	B1	N	0	01000000010	1010	616	41.2	3.72	12.7	65532	1010	n/a	34920	942	n/a	2672	924	n/a	3336	976	n/a	
58	12557639	n/a	0	0	B1	N	0	01000000010	784	493	28.7	2.70	8.71	65532	784	n/a	62692	756	n/a	4940	746	n/a	6416	754	n/a	
59	12557661	n/a	0	0	B1	N	0	01000000010	796	486	35.5	3.28	8.84	65532	796	n/a	65532	752	n/a	5740	762	n/a	7388	764	n/a	
60	12557672	n/a	0	0	B1	N	0	01001000010	876	529	40.6	3.83	14.1	64156	876	n/a	40540	838	n/a	3188	822	n/a	3844	834	n/a	
61	12557723	n/a	0	0	B1	N	0	01000000010	774	542	46.6	4.24	11.8	65532	774	n/a	65532	774	n/a	5224	774	n/a	6476	770	n/a	
62	12557724	n/a	0	0	B1	N	0	01000000010	726	471	31.7	3.07	12.5	65532	726	n/a	65532	668	n/a	5588	664	n/a	7644	706	n/a	
63	12557737	n/a	0	0	B1	N	0	01000000010	592	333	33.6	3.07	9.70	65532	592	n/a	21072	592	n/a	1672	584	n/a	2904	584	n/a	
64	12557747	n/a	0	0	B1	N	0	01000000010	990	648	32.9	3.11	10.6	65532	990	n/a	28452	990	n/a	2236	986	n/a	3060	986	n/a	
65	12557758	n/a	0	0	B1	N	0	01001000010	994	608	48.6	4.47	14.8	65532	994	n/a	39960	994	n/a	3108	976	n/a	3896	978	n/a	
66	12557769	n/a	0	0	B1	N	0	01000000010	876	428	28.2	2.61	8.12	60428	876	n/a	24596	848	n/a	1924	838	n/a	2400	840	n/a	
67	12557867	n/a	0	0	B1	N	0	01000000010	718	359	33.6	3.05	9.98	64228	718	n/a	46108	688	n/a	3580	678	n/a	4664	682	n/a	
68	12557867	n/a	0	0	B1	N	0	01001000010	770	473	41.6	3.93	13.2	61708	770	n/a	65532	770	n/a	5344	770	n/a	6428	770	n/a	
69	12557894	n/a	0	0	B1	N	0	01000000010	792	376	24.5	2.24	5.89	63740	792	n/a	21164	792	n/a	1684	772	n/a	2132	778	n/a	
70	12557912	n/a	0	0	B1	N	0	01000000010	652	237	26.9	2.21	3.96	39172	652	n/a	38544	626	n/a	2976	594	n/a	3520	630	n/a	
71	12558021	n/a	0	0	B1	N	0	01000000010	922	507	33.0	2.99	8.83	63356	922	n/a	33420	864	n/a	2564	840	n/a	3152	874	n/a	
72	12558022	n/a	0	0	B1	N	0	00000011000	68	15.8	0.09	0.01	0.05	29932	68	n/a	180	68	n/a	56	46	n/a	136	66	n/a	
73	12558043	n/a	0	0	B1	N	0	01000000010	954	610	29.1	2.88	10.5	65532	954	n/a	26156	952	n/a	2108	940	n/a	2992	952	n/a	
74	12558056	n/a	0	0	B1	N	0	00000000000	132	14.8	0.21	0.04	0.06	18756	132	n/a	260	132	n/a	56	122	n/a	100	122	n/a	
75	12558066	n/a	0	0	B1	N	0	01001000010	586	279	32.5	3.20	14.8	65532	586	n/a	22320	578	n/a	1732	542	n/a	5132	568	n/a	
76	12558100	n/a	0	0	B1	N	0	01000000010	784	282	36.4	3.03	5.78	65532	784	n/a	38592	754	n/a	3144	716	n/a	4068	748	n/a	
77	12558170	n/a	0	0	B1	N	0	01000000010	590	380	55.3	4.83	13.0	65532	590	n/a	41200	590	n/a	3212	582	n/a	4296	586	n/a	
78	12558175	n/a	0	0	B1	N	0	01000000010	494	170	18.0	1.51	3.06	39068	494	n/a	40648	478	n/a	3224	472	n/a	4052	476	n/a	
79	12558229	n/a	0	0	B1	N	0	01000000010	560	349	40.4	4.51	11.4	65532	560	n/a	65532	560	n/a	9368	538	n/a	12792	554	n/a	
80	12558230	n/a	0	0	B1	N	0	01000000010	1046	661	51.1	4.49	12.3	65532	1046	n/a	43748	1046	n/a	3412	1030	n/a	4324	1030	n/a	
81	12558232	n/a	0	0	B1	N	0	01000000010	950	518	43.4	3.82	9.85	65532	950	n/a	44820	918	n/a	3536	898	n/a	4428	910	n/a	
82	12558236	n/a	0	0	B1	N	0	01000000010	950	544	38.6	3.46	10.4	65532	950	n/a	33148	924	n/a	2536	914	n/a	3256	926	n/a	
83	12558326	n/a	0	0	B1	N	0	00000011100	66	11.6	0.21	0.04	0.05	22488	66	n/a	460	66	n/a	88	64	n/a	156	58	n/a	
84	12558364	n/a	0	0	B1	N	0	00000000000	108	21.1	0.43	0.05	0.10	23588	108	n/a	1280	108	n/a	132	106	n/a	180	108	n/a	
85	12558481	n/a	0	0	B1	N	0	01000000010	572	178	19.0	1.57	2.45	32696	572	n/a	24444	572	n/a	1876	552	n/a	2188	568	n/a	
86	12558549	n/a	0	0	B1	N	0	01000000010	506	357	35.2	3.02	6.99	65532	506	n/a	42088	498	n/a	3192	500	n/a	3740	504	n/a	
87	12558567	n/a	0	0	B1	N	0	00000000000	90	13.8	0.33	0.03	0.05	17044	90	n/a	516	90	n/a	72	80	n/a	124	80	n/a	
88	12558684	n/a	0	0	B1	N	0	00000011000	62	14.8	0.16	0.02	0.06	32928	62	n/a	408	62	n/a	60	58	n/a	188	56	n/a	
89	12558820	n/a	0	0	B1	N	0	00000011000	72	16.4	0.11	0.03	0.07	29332	72	n/a	208	72	n/a	64	70	n/a	188	70	n/a	
90	12558822	n/a	0	0	B1	N	0	00000011000	62	14.0	0.09	0.02	0.05	30308	62	n/a	236	62	n/a	40	56	n/a	140	56	n/a	
91	12558882	n/a	0	0	B1	N	0	00000011100	64	9.25	0.06	0.01	0.04	16756	64	n/a	116	64	n/a	60	52	n/a	128	58	n/a	
92	12558917	n/a	0	0	B1	N	0	00000011000	60	14.8	0.11	0.02	0.06	35092	60	n/a	296	60	n/a	52	46	n/a	244	50	n/a	
93	12558931	n/a	0	0	B1	N	0	01000000010	794	397	30.6	2.62	6.50	52680	794	n/a	29732	764	n/a	2288	760	n/a	2864	786	n/a	
94	12559134	n/a	0	0	B1	N	0	01000000010	954	436	31.6	2.88	8.98	60580	954	n/a	35500	954	n/a	2772	942	n/a	3308	944	n/a	
95	12559174	n/a	0	0	B1	N	0	01000000010	778	458	43.5	3.81	10.1	65532	778	n/a	63400	736	n/a	4972	712	n/a	7092	746	n/a	
96	12559710	n/a	0	0	B1	N	0	01000000010	978	582	36.3	3.32	11.3	65532	978	n/a	44568	978	n/a	3476	968	n/a	4736	972	n/a	
97	12559832	n/a	0	0	B1	N	0	00000011000	60	14.0	0.13	0.02	0.06	32840	60	n/a	384	60	n/a	80	60	n/a	196	52	n/a	
98	12560276	n/a	0	0	B1	N	0	00000011000	66	16.2	0.11	0.02	0.07	32180	66	n/a	248	66	n/a	56	58	n/a	188	62	n/a	
99	12560330	n/a	0	0	B1	N	0	00000011000	62	15.5	0.13	0.02	0.07	33308	62	n/a	376	62	n/a	68	56	n/a	188	58	n/a	
100	12560529	n/a	0	0	B1	N	0	01000000010	338	165	10.2	0.99	3.81	65532	338	n/a	13580	338	n/a	1112	336	n/a	2336	338	n/a	
101	12560684	n/a	0	0	B1	N	0	00000011100	64	10.2	0.04	0.01	0.01	21052	64	n/a	88	64	n/a	32	44	n/a	60	38	n/a	
102	12560955	n/a	0	0	B1	N	0	00000011100	64	9.26	0.05	0.01	0.04	17712	64	n/a	124	64	n/a	32	60	n/a	132	54	n/a	
103	12561170	n/a	0	0	B1	N	0	01000000010	786	442	40.9	3.59	9.48	65532	786	n/a	38532	786	n/a	2976	784	n/a	3848	770	n/a	
104	12561360	n/a	0	0	B1	N	0	00000011100	72	6.19	0.03	0.01	0.01	9636	72	n/a	56	68	n/a	52	60	n/a	44	46	n/a	
105	12561690	n/a	0	0	B1	N	0	00000000000	270	56.7	0.38	0.06	0.55	32588	270	n/a	240	270	n/a	68	222	n/a	412	262	n/a	
106	12561730	n/a	0	0	B1	N	0	00000011000	60	14.5	0.09	0.02	0.04	31964	60	n/a	252	60	n/a	48	52	n/a	148	42	n/a	
107	12562074	n/a	0	0	B1	N	0	00000011100	60	7.68	0.11	0.02	0.04	14288	60	n/a	252	60	n/a	48	58	n/a	152	56	n/a	
108	12562601	n/a	0	0	B1	N	0	01000000010	528	324	42.1	4.36	10.5	65532	528	n/a	65532	528	n/a	9192	526	n/a	11824	528	n/a	
109	12562742	n/a	0	0	B1	N	0	01000000010	504	315	34.7	3.14	8.62	65532	504	n/a	31132	504	n/a	2460	502	n/a	3820	504	n/a	
110	12563003	n/a	0	0	B1	N	0	00000011000	60	11.5	0.09	0.01	0.04	25068	60	n/a	256	60	n/a	40	48	n/a	136	58	n/a	
111	12563431	n/a	0	0	B1	N	0	01000000010	858	533	37.5	3.43	10.6	65532	858	n/a	37040	810	n/a	2800	810	n/a	3292	810	n/a	
112	12565377	n/a	0	0	B1	N	0	00000011000	60	14.4	0.17	0.02	0.07	32708	60	n/a	552	60	n/a	72	54	n/a	204	54	n/a	
113	12569262	n/a	0	0	B1	N	0	00000011100	72	5.26	0.03	0.01	0.01	7404	72	n/a	60	68	n/a	52	50	n/a	36	44	n/a	
114	12570623	n/a	0	0	B1	N	0	01000000010	658	245	23.1	1.97	3.87	41740	658	n/a	24908	646	n/a	1968	616	n/a	2480	620	n/a	
115	12571206	n/a	0	0	B1	N	0	00000011000	68	22.1	0.04	0.01	0.01	45552	68	n/a	108	66	n/a	28	52	n/a	48	42	n/a	
116	12571328	n/a	0	0	B1	N	0	01000000010	646	201	18.6	1.57	2.94	36656	646	n/a	20372	624	n/a	1600	612	n/a	1844	634	n/a	
117	12572358	n/a	0	0	B1	N	0	00000011100	68	10.2	0.03	0.00	0.01	18836	68	n/a	60	68	n/a	24	30	n/a	52	24	n/a	
118	12575176	n/a	0	0	B2	N	0	00000011100	64	8.79	0.03	0.01	0.01	18584	64	n/a	72	62	n/a	40	44	n/a	48	46	n/a	
119	12578680	n/a	0	0	B2	N	0	00000000000	112	20.2	1.09	0.38	7.78	30112	112	n/a	2088	112	n/a	760	112	n/a	15432	112	n/a	
120	12578973	n/a	0	0	B2	N	0	00000011000	62	11.3	0.10	0.01	0.02	24272	62	n/a	308	62	n/a	32	52	n/a	76	36	n/a	
121	12585764	n/a	0	0	B2	N	0	00000011100	66	4.05	0.03	0.01	0.00	5596	66	n/a	68	66	n/a	28	38	n/a	20	20	n/a	
122	12586624	n/a	0	0	B2	N	0	10000000000	264	47.3	0.11	0.04	0.05	22752	264	n/a	76	256	n/a	52	176	n/a	60	188	n/a	
123	12592436	n/a	0	0	B2	N	0	00000011100	64	5.64	0.04	0.01	0.01	9080	64	n/a	92	64	n/a	36	38	n/a	48	38	n/a	
124	12594366	n/a	0	0	B2	N	0	00000000100	78	6.84	0.04	0.01	0.01	9896	78	n/a	64	76	n/a	44	50	n/a	40	38	n/a	
125	12599731	n/a	0	0	B2	N	0	00000000100	78	13.8	0.03	0.01	0.01	25828	78	n/a	56	78	n/a	28	42	n/a	48	42	n/a	
126	12599986	n/a	0	0	B2	N	0	00000011100	66	8.67	0.05	0.02	0.02	17736	66	n/a	128	66	n/a	52	60	n/a	72	52	n/a	
127	12603224	n/a	0	0	B3	N	0	00000011100	72	9.05	0.08	0.03	0.26	17768	72	n/a	184	72	n/a	76	66	n/a	800	72	n/a	
128	12604090	n/a	0	0	B3	N	0	00000000000	82	31.9	0.04	0.01	0.01	51872	82	n/a	104	82	n/a	44	66	n/a	40	36	n/a	
129	12606089	n/a	0	0	B3	N	0	00000000000	84	31.4	0.07	0.02	0.06	60764	84	n/a	104	84	n/a	44	70	n/a	168	74	n/a	
130	12610227	n/a	0	0	B3	N	0	00000011000	68	18.0	0.12	0.01	0.01	36140	68	n/a	364	68	n/a	44	42	n/a	60	44	n/a	
131	12611401	n/a	0	0	B3	N	0	01000000010	452	219	24.5	2.05	4.09	65532	452	n/a	35468	446	n/a	2808	438	n/a	3648	440	n/a	
132	12611416	n/a	0	0	B3	N	0	01000000010	810	530	27.6	2.48	7.60	65532	810	n/a	21264	778	n/a	1760	750	n/a	3440	768	n/a	
133	12611422	n/a	0	0	B3	N	0	01000000010	644	388	45.9	3.93	8.34	65532	644	n/a	36496	620	n/a	3016	592	n/a	4812	608	n/a	
134	12611444	n/a	0	0	B3	N	0	01000000010	510	202	28.9	2.42	4.13	52128	510	n/a	65532	506	n/a	5660	498	n/a	7140	498	n/a	
135	12611457	n/a	0	0	B3	N	0	01000000010	800	517	47.2	4.26	12.7	65532	800	n/a	42880	800	n/a	3388	796	n/a	4856	790	n/a	
136	12611462	n/a	0	0	B3	N	0	01001000010	844	593	49.7	4.43	13.1	65532	844	n/a	38712	844	n/a	3008	832	n/a	3644	832	n/a	
137	12611464	n/a	0	0	B3	N	0	01000000010	350	230	43.8	3.51	6.07	65532	350	n/a	51324	350	n/a	3976	342	n/a	4788	346	n/a	
138	12611470	n/a	0	0	B3	N	0	01000000010	562	196	24.1	1.98	3.68	65532	562	n/a	65532	562	n/a	5184	552	n/a	6724	562	n/a	
139	12611487	n/a	0	0	B3	N	0	01000000010	464	250	29.1	2.41	4.29	65532	464	n/a	35252	464	n/a	2700	462	n/a	3132	460	n/a	
140	12611488	n/a	0	0	B3	N	0	01000000010	518	349	44.9	4.03	11.0	65532	518	n/a	65532	518	n/a	5740	500	n/a	7736	516	n/a	
141	12611491	n/a	0	0	B3	N	0	01000000010	770	504	43.2	3.90	11.6	65532	770	n/a	38036	770	n/a	3012	766	n/a	3684	762	n/a	
142	12611520	n/a	0	0	B3	N	0	01001000010	1878	852	69.2	5.86	14.1	53728	1878	n/a	37320	1760	n/a	2920	1746	n/a	3428	1760	n/a	
143	12611528	n/a	0	0	B3	N	0	01000000010	884	205	28.0	2.29	3.61	25964	884	n/a	31664	850	n/a	2424	798	n/a	2812	846	n/a	
144	12611538	n/a	0	0	B3	N	0	01000000010	830	414	32.9	2.99	9.24	65532	830	n/a	26784	830	n/a	2096	818	n/a	2492	826	n/a	
145	12611552	n/a	0	0	B3	N	0	01000000010	802	461	35.3	3.11	7.71	64260	802	n/a	35196	764	n/a	2724	748	n/a	3368	766	n/a	
146	12611553	n/a	0	0	B3	N	0	01001000010	572	397	40.4	3.82	13.5	65532	572	n/a	33240	572	n/a	2612	538	n/a	4632	558	n/a	
147	12611554	n/a	0	0	B3	N	0	01000000010	584	389	36.1	3.18	9.12	65532	584	n/a	22504	520	n/a	1804	498	n/a	2728	540	n/a	
148	12611555	n/a	0	0	B3	N	0	01001000010	786	409	46.3	4.33	13.9	65532	786	n/a	35216	786	n/a	2820	786	n/a	3916	786	n/a	
149	12611563	n/a	0	0	B3	N	0	01000000010	342	187	41.9	3.33	5.36	65532	342	n/a	56732	342	n/a	4260	332	n/a	4604	342	n/a	
150	12611584	n/a	0	0	B3	N	0	01000000010	1002	573	34.1	3.11	8.90	62396	1002	n/a	29144	978	n/a	2272	982	n/a	2748	978	n/a	
151	12611586	n/a	0	0	B3	N	0	01000000010	914	503	33.4	3.07	9.78	64968	914	n/a	26364	914	n/a	2036	906	n/a	2860	910	n/a	
152	12611593	n/a	0	0	B3	N	0	01000000010	358	138	20.8	1.71	3.22	65532	358	n/a	43092	354	n/a	3240	344	n/a	3768	336	n/a	
153	12611593	n/a	0	0	B3	N	0	01000000010	650	223	27.2	2.23	4.04	45368	650	n/a	32524	636	n/a	2504	602	n/a	3216	626	n/a	
154	12611606	n/a	0	0	B3	N	0	01000000010	352	152	25.1	2.09	3.52	65532	352	n/a	33364	350	n/a	2636	334	n/a	2936	342	n/a	
155	12611611	n/a	0	0	B3	N	0	01000000010	828	474	34.8	3.49	9.69	65532	828	n/a	65532	784	n/a	7492	778	n/a	9864	782	n/a	
156	12611613	n/a	0	0	B3	N	0	01001000010	686	447	38.9	3.64	13.7	65532	686	n/a	38380	662	n/a	3204	674	n/a	10080	674	n/a	
157	12611618	n/a	0	0	B3	N	0	01001000010	1150	750	78.2	6.75	15.6	65532	1150	n/a	65532	1150	n/a	5696	1132	n/a	7392	1138	n/a	
158	12611619	n/a	0	0	B3	N	0	01000000010	1122	390	33.4	3.01	9.43	65532	1122	n/a	30028	1062	n/a	2492	1042	n/a	4336	1074	n/a	
159	12611619	n/a	0	0	B3	N	0	01000000010	856	498	45.1	3.86	9.50	62480	856	n/a	45728	780	n/a	3504	776	n/a	4552	796	n/a	
160	12611639	n/a	0	0	B3	N	0	01000000010	494	304	27.7	2.43	6.24	65532	494	n/a	24964	492	n/a	1928	472	n/a	2928	478	n/a	
161	12611673	n/a	0	0	B3	N	0	01001000010	428	274	30.3	3.06	14.1	65532	428	n/a	27836	428	n/a	2224	416	n/a	7708	418	n/a	
162	12611678	n/a	0	0	B3	N	0	01000000010	838	488	39.4	3.54	9.91	65532	838	n/a	37408	804	n/a	2920	776	n/a	3832	804	n/a	
163	12611686	n/a	0	0	B3	N	0	00000011100	74	5.68	0.06	0.02	0.03	8772	74	n/a	100	74	n/a	48	68	n/a	84	66	n/a	
164	12611708	n/a	0	0	B3	N	0	01000000010	688	237	28.9	2.37	4.08	48912	688	n/a	36044	688	n/a	2744	648	n/a	3508	656	n/a	
165	12611709	n/a	0	0	B3	N	0	01000000010	782	442	46.5	4.20	11.6	62004	782	n/a	53444	782	n/a	4208	776	n/a	5652	774	n/a	
166	12611710	n/a	0	0	B3	N	0	01000000010	414	182	26.8	2.13	3.60	65532	414	n/a	35800	412	n/a	2788	390	n/a	3896	386	n/a	
167	12611727	n/a	0	0	B3	N	0	01000000010	860	506	45.4	4.03	10.4	65532	860	n/a	53232	860	n/a	4120	858	n/a	5388	854	n/a	
168	12611741	n/a	0	0	B3	N	0	01000000010	812	510	35.5	3.30	10.3	65532	812	n/a	65532	772	n/a	5600	752	n/a	7856	774	n/a	
169	12611742	n/a	0	0	B3	N	0	01001000010	776	524	34.9	3.89	19.8	65532	776	n/a	65532	730	n/a	7112	718	n/a	9000	724	n/a	
170	12611748	n/a	0	0	B3	N	0	01000000010	1034	558	35.6	3.23	8.69	65532	1034	n/a	27884	1034	n/a	2176	1030	n/a	2708	1024	n/a	
171	12611750	n/a	0	0	B3	N	0	01000000010	990	551	44.1	3.87	10.9	63336	990	n/a	37340	926	n/a	2920	920	n/a	3784	938	n/a	
172	12611757	n/a	0	0	B3	N	0	01000000010	924	512	39.2	3.57	9.80	62844	924	n/a	34940	924	n/a	2772	916	n/a	3412	906	n/a	
173	12611793	n/a	0	0	B3	N	0	01000000010	752	284	29.0	2.45	5.33	37376	752	n/a	26608	742	n/a	2060	718	n/a	2648	720	n/a	
174	12611798	n/a	0	0	B3	N	0	00000000000	102	9.60	0.17	0.04	0.22	12064	102	n/a	244	102	n/a	92	100	n/a	340	102	n/a	
175	12611798	n/a	0	0	B3	N	0	00000000000	180	91.8	9.57	0.87	2.41	65532	180	n/a	10120	180	n/a	872	178	n/a	1984	180	n/a	
